X,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49
x4509,"4,988","5,801","4,137","8,8","3,906","2,6","7,485","5,718","54,5","91,8","2,322","9,439","9,881","1,743","6,262",961,"8,614","9,241","9,474","42,3","30,5","1,3","4,837","1,039","4,405",2,3,3,2,7,7,1,0,8,5,5,1,2,2,2,8,5,5,6,2,1,2,5,4,1
x4510,"6,603","1,122","8,434","19,9","8,428","7,716","1,889","6,761","9,126",652,"1,479",836,"6,006","7,263","26,6","8,898","6,636","2,351","6,768","7,132","6,708","4,354","8,228","1,749","7,724",7,8,8,4,4,3,7,2,5,5,1,0,6,5,0,0,4,7,0,6,0,0,1,4,1
x4511,"2,304","5,507","7,463","53,4","7,342","63,6","2,475","8,417","9,3","8,609","78,9","1,928","1,732","4,753","9,232","1,043","4,535","9,273","3,029","27,6","7,779","5,287","47,8","9,145","4,712",0,1,2,3,2,4,8,3,6,7,5,3,2,4,7,2,1,4,0,7,0,4,3,7,1
x4512,"9,332","1,181","7,595","8,198","9,227","48,8","5,187","5,238","3,754","2,017","5,225","7,443","1,786","6,009","6,852","7,489","69,2","5,583","9,346","9,848","1,063","1,435",631,"79,3","3,6",3,5,4,6,3,6,8,7,7,7,7,7,4,4,4,7,3,2,5,4,4,7,6,2,2
x4513,"6,228","4,935",952,702,"7,619","9,984","5,351",481,"2,784","7,123","8,178","2,684","6,184","4,218",175,"5,855","4,805","6,898","1,504","48,1","48,7","7,976","8,213","9,913","58,2",8,2,1,1,5,5,8,6,6,0,7,3,5,8,1,7,1,0,3,3,4,7,1,0,2
x4514,132,"8,528","8,103","8,448","6,631","6,129","6,943","2,446","9,273","4,246",379,"7,787","28,5","3,788","4,948","2,081","2,441","51,5","8,439",425,"3,696","5,417","7,194","6,873","5,419",5,7,5,7,0,7,3,4,0,4,4,6,5,8,7,8,6,5,6,3,2,7,6,6,2
x4515,"9,505","8,345","1,276","24,8","4,638","2,575","5,908","1,044","8,296","3,558","5,523","8,747","8,473","9,801","1,222",723,"8,053","3,737","9,172","7,201","4,614","2,239","5,337","6,337","9,282",0,7,4,5,8,7,6,7,4,2,3,4,3,2,5,5,6,8,2,1,1,3,5,7,0
x4516,"9,786","6,847","5,058","4,783","9,903",582,"59,3","3,026",612,"6,8","8,247","8,482",364,"94,5","1,562","9,414","62,8","6,691","63,1","8,902","80,8","1,607",472,"8,215","5,997",7,2,4,3,4,6,7,8,8,1,6,3,2,6,7,3,0,7,5,1,5,3,0,0,5
x4517,"51,7","9,956","7,777","1,981","20,5","84,1","5,194","3,141","3,391","7,952","5,135",933,"2,202","9,474",557,"3,139","2,151","3,099","2,776","8,759","9,252","8,422",354,"1,047","2,381",3,8,1,1,7,0,5,6,1,6,4,4,3,7,3,7,1,6,7,4,5,3,2,0,2
x4518,"1,883",719,"8,969","9,137","1,147","2,192","5,951","3,927","7,119","3,886","82,5","2,839","3,356","92,1","8,273","8,517","8,988","4,557",744,"50,8",917,"4,709","1,049","4,976","9,963",8,1,7,4,1,8,3,4,5,2,8,1,5,8,8,2,5,3,8,1,5,1,3,0,5
x4519,"3,669","3,442","2,073",985,"4,683","9,137","9,327","1,942","45,5",477,"5,782","3,937",975,"4,965","7,052",798,"3,926","6,215","6,065","0,78","2,362","9,882","7,812","9,513","6,506",1,3,8,4,2,6,3,2,4,5,8,8,2,3,3,0,8,2,8,6,6,0,6,6,2
x4520,"2,301","6,503","8,319","6,785","5,645","7,495",262,"6,587","97,8","8,408","2,989","8,218","3,107","5,469","8,976","79,9","1,215","8,046","4,917","5,152","7,847","8,638","10,7","6,963","3,824",1,7,1,6,1,0,4,3,2,3,0,6,0,6,7,2,5,5,3,4,8,5,3,7,4
x4521,"3,867","47,8","1,972","8,912","4,637",789,"3,496","4,958","8,524","9,848","9,383",666,"2,866","93,5","8,034","2,042","4,568","3,657","9,582",316,"1,581","24,5","9,904","8,616","3,271",7,3,2,3,8,2,0,0,5,8,1,8,5,5,3,1,7,0,0,4,4,8,7,4,0
x4522,"8,073","4,925","2,808","3,158","2,477",515,"6,401","4,053","6,247","8,662","5,497","8,164","7,144","5,574","5,945","5,915","3,053","4,626","7,196","4,456",144,"5,939","2,419","4,597","3,371",0,1,4,3,1,3,3,8,2,6,1,2,8,3,5,6,2,8,4,3,4,7,0,0,6
x4523,"63,1","5,763","9,597","5,703","5,907",688,"3,466","2,692",328,"5,284","4,709","3,857","8,615","7,342","1,849","22,4",897,"7,877","1,899","2,909","6,386","4,682","8,558","2,499",188,6,8,3,6,7,1,3,2,2,2,4,8,0,2,8,2,3,7,2,3,6,7,6,8,0
x4524,"7,011","8,656","5,981","3,786","8,131","2,392","3,892","7,513","1,232",841,"5,122","8,007","18,5","2,743","8,936","6,876","9,631",88,"9,335","7,979","9,057","2,753","1,113","9,399","4,298",1,8,6,4,2,6,6,5,5,5,7,0,8,7,7,3,5,1,8,3,3,5,0,2,6
x4525,"5,755","4,518",37,"1,516",216,"1,236","5,772","6,876","6,876","1,144","9,338","7,773","8,618","8,477","6,874","2,121","3,339",332,"9,687","7,112",254,"8,856","57,8","8,619",538,6,8,2,0,0,2,4,0,0,3,1,5,8,2,1,4,2,4,3,0,5,8,6,3,0
x4526,"2,853","9,992","1,742","61,8","5,281","7,304","8,291","9,819","5,845","8,668","5,408",358,"7,179","6,438","51,2","1,643","7,762","9,751","6,925","3,019","6,3","29,6","2,785","52,1","1,237",5,5,5,6,5,5,4,0,8,2,3,8,8,5,2,4,3,3,6,1,2,8,4,7,0
x4527,"6,186","6,426","8,524","1,448","9,653","8,478","6,156","1,274","5,926","4,754","6,676","9,601","5,921","5,431","2,277","4,267","2,748","2,735","1,832","4,668","1,981","5,821","3,051",60,"11,8",3,6,6,8,1,7,0,7,3,7,4,4,6,5,6,5,6,2,0,6,2,7,5,1,8
x4528,"3,055",729,"71,5","2,142","2,693","7,144","7,527","4,951","3,504","1,741","6,816","9,078","7,938","8,274","38,4","7,969","4,538","7,981","4,267","76,8","4,156","6,995","9,461","5,138","4,824",6,0,3,7,6,3,4,8,0,1,3,2,2,5,2,1,3,7,2,4,0,0,8,6,6
x4529,"98,6","35,8","6,515","8,228","1,275","9,733","6,013","3,445","8,371","8,968","3,183","6,605",175,"6,499","2,616","7,961","1,503","9,728","3,119","91,1","9,654","2,589","75,9","6,429","3,487",8,3,6,1,0,7,8,8,1,2,8,8,0,1,6,8,7,6,8,1,4,1,3,6,3
x4530,"8,565","6,204","8,987","1,509","8,408","35,5","3,2","73,3","7,781","3,811","3,452","16,4","6,425","5,009","46,7","8,005","8,821","3,045","8,749","1,097","2,447","5,073","4,9","1,828","4,875",8,6,8,8,5,2,3,7,0,8,8,5,1,4,7,2,5,3,7,5,8,6,4,7,5
x4531,"9,009","6,593","8,783","8,209","3,988","3,212","2,323","4,794","5,883","4,946","3,454","3,083","9,141","96,6","7,915","12,5",803,637,"7,086","1,236","5,345","4,444","9,869",677,296,3,4,1,0,3,3,6,4,5,5,0,4,3,5,5,8,5,5,6,2,5,4,7,4,7
x4532,"76,6","8,806","5,768","9,808","7,9","3,061","1,521","1,701","3,238","5,656","5,764","1,143","82,5","8,582","1,051","1,323",655,"4,266","4,314","20,3","9,397","7,536","0,41","5,515","3,286",5,5,2,2,0,5,8,3,2,8,4,1,5,4,2,6,5,5,8,5,2,7,0,1,3
x4533,"9,966","0,48","4,989","7,473","3,757",911,"5,571","22,9","4,194","2,121","59,3","1,007",825,"1,936","2,047","1,418","4,508","1,124","9,483","9,576","4,815","4,924","4,711","27,3","3,257",4,0,2,6,8,4,6,1,7,1,0,2,0,3,0,6,6,2,4,6,0,8,3,1,4
x4534,"4,922","6,688","8,621","45,8","7,483","4,546","3,448","6,608",379,"6,398","9,551","6,881","62,1","1,852","1,633","6,194","2,721","6,964",605,"2,938","3,641","6,892","8,528","7,028","6,666",6,8,4,2,7,8,3,1,1,6,7,2,2,8,7,7,3,2,8,4,1,0,5,7,3
x4535,324,"3,371","4,784",714,"2,147","2,445","1,762","3,196","9,022","0,72","6,369","6,971","6,388","6,928","8,266","4,717","3,157","99,5","14,9","5,415","6,843","8,592",82,337,213,0,1,7,4,0,7,5,8,4,3,8,6,6,2,1,4,2,6,7,8,5,4,8,7,0
x4536,"8,627","1,875","6,308","5,847","5,776","8,893","4,654","7,859","3,699","4,289","6,298","5,443","3,935","2,968","5,783",589,"9,126","1,373","2,387","3,971","2,153","6,578","4,296",871,406,7,5,7,1,3,7,2,3,8,2,8,0,0,1,3,6,6,8,3,7,4,0,3,1,1
x4537,"8,856","2,037","9,036","4,057","6,642","4,972","3,548",223,"9,132","6,897","6,765","4,028","2,121","8,802","4,179","5,632","1,406","3,602","1,392","2,9","4,505","4,487","7,762",651,"7,941",6,2,3,2,3,1,3,1,2,2,3,8,8,4,6,2,3,3,1,5,7,6,6,7,4
x4538,806,"4,989","1,614","7,202","7,102","3,223","1,029",826,188,293,"9,947","8,105","1,458",401,"1,338","6,474","1,488","3,648","2,299","2,228","1,003","18,2","7,759","8,621","2,291",5,1,7,8,6,2,8,0,8,7,4,1,7,0,3,5,4,6,4,1,1,6,5,7,8
x4539,"9,742","9,617","65,2","7,963","7,743","5,161","3,343","1,736","5,023","4,276","2,507","5,172","3,216","6,631","5,101","2,246",894,"9,974","66,3","8,502","4,644","6,777","6,747","5,312","2,851",4,6,5,7,1,5,4,5,8,3,5,7,7,5,4,5,8,0,3,4,5,6,2,2,6
x4540,"8,775","4,147","4,354","6,077","7,869","2,267","2,981","7,706","8,192","8,431","8,546",228,"5,883","4,021","94,6","9,142","1,201","1,834","2,834","6,763","1,877","1,635","9,664","7,032","3,778",4,8,4,6,3,2,5,1,6,8,1,6,3,3,2,6,1,0,4,4,0,3,6,7,5
x4541,"1,894",383,"3,385","7,077","83,8","9,488","1,987","1,526","7,929","6,452","8,117","9,473","3,211","2,226","6,114","2,795","5,541","5,151","6,524","2,972","8,537","3,709",16,"1,964","24,4",8,2,6,2,1,0,6,6,1,5,4,0,1,1,4,6,2,3,1,1,5,6,7,2,6
x4542,"16,7","2,365","7,894","4,696","7,823","2,385","5,906","7,735",463,"5,377","7,812","6,083","5,749","5,569","6,093","3,012","1,099","6,482",677,652,"4,806","79,3","94,9","8,457","1,369",1,3,4,5,1,2,3,6,7,3,8,3,4,0,0,0,7,4,2,5,3,0,6,8,7
x4543,"51,1","5,615","3,534","8,382","9,849","5,869","5,815","5,383","9,197","9,858","9,954","1,959","3,091","2,716","5,156","3,111","6,304","5,409","2,873",88,"2,283","5,493","3,855",193,"5,629",1,8,1,3,8,0,1,6,5,7,0,1,3,4,3,4,6,8,6,6,2,0,6,7,3
x4544,"9,321","8,768","5,445","8,336","2,205","41,8","1,422","6,136",20,"9,893","8,725","8,221","1,245","44,8","9,224","2,307","3,621","8,469","2,836","4,186","26,9",777,"8,613","2,698","8,967",1,7,3,3,8,3,7,5,6,4,0,4,8,0,1,5,5,8,0,0,0,3,8,1,5
x4545,"5,643","9,614","95,2","4,842","9,437","7,486","4,436","7,717","1,035","2,216","2,443","6,842","3,923","5,718","9,304","2,405","1,612","2,564","6,758","3,291","2,819","4,885","7,579","9,706","48,5",6,8,1,4,3,5,7,1,7,0,4,0,8,0,1,8,3,3,4,1,3,0,8,7,0
x4546,"5,332","4,548","1,456","2,504","4,959","7,709","4,012","7,727","1,041","2,734","3,347","1,582","8,034",541,"1,726","5,544",966,"3,757","8,648","5,492",537,378,"9,234","6,077","8,764",1,3,2,0,4,7,6,4,3,5,1,8,7,1,4,1,6,7,5,3,8,6,3,4,6
x4547,"7,368","6,256","5,451","3,195","1,525","2,031","2,354","3,516","1,323","8,907","2,792","8,745","9,728","2,679","9,635","8,915","9,312",93,"2,015","2,989",77,"7,495","8,178","4,167","97,9",8,7,3,0,4,8,0,0,1,4,0,2,1,1,8,3,6,4,6,7,7,7,2,5,1
x4548,"95,7","5,518","1,416","6,134","55,7","8,924","4,503","8,096","6,103","5,645","7,704","3,085","66,6","2,137","9,129","8,592","1,128","1,485","5,072","7,731","3,8","9,385","6,776",153,"3,227",3,8,0,1,0,7,6,2,4,7,6,0,6,7,8,1,4,4,3,6,5,1,7,8,1
x4549,"3,331","2,366","8,924","9,806","27,2","3,408","6,853","1,401","4,561","4,901","4,168","5,111","7,496","0,14","41,6","7,126","6,553","5,036","6,102","8,067","1,449","4,232","2,418","3,843","8,385",1,8,5,8,7,2,3,8,3,5,0,4,2,0,6,6,7,1,6,1,4,1,2,6,6
x4550,"4,355","8,326","6,238","2,263","6,474","2,043","3,568","8,287","2,876","27,1","89,4","2,661","5,538","4,628","1,246","91,5","1,386","23,7","7,886","9,746","1,301","4,9","5,982","6,641","2,366",7,7,6,4,6,6,0,4,6,6,5,3,5,1,0,8,2,6,8,3,1,3,2,2,6
x4551,"9,284","4,495","8,453","9,247","2,224","36,6","6,177",822,"68,7","4,335","2,329","9,693","8,666","3,198","6,688","2,515","7,749","9,309","4,751","6,264","2,417","4,772","1,661","40,9","3,2",6,3,6,2,5,8,4,7,6,5,0,1,3,1,0,3,8,5,5,2,3,5,2,4,7
x4552,"3,995","1,065","1,252","4,489","2,587","4,828","0,02","1,742","4,218","4,559","9,224","2,7","7,975","73,2","30,7","2,248","5,673","7,263","9,184","44,5","6,185","9,322","9,288","8,365","8,996",6,3,0,3,1,6,5,6,8,5,8,5,4,7,6,4,8,0,3,2,8,6,8,5,6
x4553,"6,573","4,734","2,395","9,667","1,795","4,521","3,545","8,513","4,103","6,322","0,78","8,211","2,782","4,851","9,446","9,803","3,249",126,"6,954","1,406","9,368","5,041","1,222","6,063","5,727",3,7,7,0,5,1,1,7,7,5,8,4,3,2,7,2,2,7,2,3,4,0,4,7,0
x4554,"32,5","5,023","7,894","4,728","90,5","3,906","2,293","2,652","5,301","1,318","61,3","4,018","7,671","5,962","71,2","69,3","5,401","5,871","2,682","9,067","8,527","2,541","0,63","5,501","77,1",4,7,0,4,3,7,8,5,4,7,3,0,1,4,2,1,1,8,5,1,7,4,3,3,1
x4555,"1,428","4,936",315,"1,763","6,865","2,795","5,242","6,989","2,965","5,904","1,885","4,534","7,036","3,571","2,897","5,455","8,305","2,864",192,"93,1","8,658","3,671","6,311","9,641","8,581",8,6,1,5,2,0,0,1,4,2,4,4,8,6,0,3,0,5,3,2,6,3,4,3,8
x4556,"6,526","4,168","3,768","3,8",393,50,658,"7,4","5,887","5,992",703,"3,975","5,155","7,528","1,599","4,447","4,465","3,786","3,856",911,"3,189","7,874","3,635","5,533","7,096",5,4,3,7,0,0,4,3,3,8,5,8,0,8,3,7,1,0,3,2,1,0,8,0,7
x4557,"6,934","3,769","5,205","1,773","8,854","18,4","3,219","1,692","7,493","7,5","4,764","2,292","6,258","8,236","70,7","8,926","9,823",357,"5,411","9,595",185,"4,144","2,774","4,558","1,764",8,5,5,2,3,2,2,4,1,2,2,3,1,6,3,3,6,5,3,2,2,4,2,0,4
x4558,"2,822","27,4","21,4","5,256","46,6","7,211","0,16","6,564","4,753","1,125","4,296","1,149","32,6","84,7","5,031","1,798","6,559","1,561","3,364","1,357","2,993","5,367","5,677","9,922","6,813",0,7,1,3,0,3,3,1,8,8,3,8,3,2,8,0,1,7,2,1,2,5,2,3,6
x4559,"3,411","3,279","1,304","95,5","8,604","3,766","8,253","4,997","9,334","5,561","32,4","1,685","2,094","2,827",576,"5,006","6,812","42,8","4,999","2,067","6,908","2,961","1,978","3,935","5,372",7,6,8,4,2,4,4,1,1,6,4,7,0,3,4,8,0,8,6,7,0,2,1,2,1
x4560,"6,092","53,3","7,945","9,015","5,369","2,444","7,946","0,34","8,593","4,611","9,749","3,628","3,627","2,221","8,508","8,545","17,2","3,633","2,033","8,413","30,8","3,113","9,867","5,634","1,145",2,2,0,1,7,8,0,0,0,5,6,3,1,1,0,1,8,3,0,5,1,4,4,6,3
x4561,"9,756","6,768","8,329","9,676","7,503","6,369","1,571","1,815","3,857","2,298","3,072","7,634","6,776","4,5","1,386","3,121","7,471","1,602","3,569","6,824","5,332",421,"2,889","5,307","3,343",6,0,2,2,0,0,5,7,3,4,5,3,6,4,7,3,6,4,0,8,1,8,4,2,2
x4562,"4,208","6,243",192,"1,026","7,421","1,971","2,147","3,161","3,266",343,"2,973","5,555","14,7","5,412","4,843",471,"8,038",982,"9,462","2,266","6,983","5,246","43,6","4,995","2,156",7,1,1,8,6,7,5,7,3,4,2,3,8,2,4,2,3,0,2,4,3,7,4,7,4
x4563,"8,315","8,502","7,172","38,3","5,937","2,024","6,433","3,225","9,994","2,694","9,885","8,784","1,213","2,053","7,123","2,506","6,028","7,986","5,509","5,714",409,"4,548","4,677","5,787","3,846",1,6,1,0,5,0,2,3,6,5,2,6,2,5,6,5,4,3,3,6,2,3,5,2,6
x4564,"1,958","8,903",826,"3,235","8,969","9,049","84,5","5,149","1,553","6,418","1,296","7,979","7,645","6,728","4,287","9,274","7,677","8,199","7,796",581,"5,178","4,275","6,319","4,284","6,416",4,3,6,0,7,4,7,0,5,8,3,2,3,1,5,8,0,0,8,6,3,2,2,3,6
x4565,"3,083",622,"4,495","56,6",564,"5,613","89,7","9,251",373,"1,582","9,531","2,281","9,536","7,718","4,768","5,662","9,565","2,544","8,812","2,976","97,1","8,477","4,262","3,348","2,207",2,2,6,6,0,6,3,3,5,3,5,4,6,5,2,0,5,3,7,1,3,2,8,7,3
x4566,"4,448","5,478",101,"8,526","0,26","7,932","5,135","5,723","6,818","7,073","5,256","3,939","3,891","8,162","3,666","4,258","5,565","1,289","7,8","5,309",791,"1,095","8,614",467,"1,571",5,8,4,1,0,1,1,6,5,8,5,8,7,4,5,7,8,8,5,5,3,8,6,4,4
x4567,"4,266","8,877","3,969","1,739","0,79","7,958","2,635","4,127","8,768","5,919","8,686","3,937","4,229","6,038",663,"6,986","3,375","6,753",40,"6,295","4,916","5,135","7,195","1,452","8,833",8,7,1,3,2,1,1,4,0,2,2,5,1,2,1,5,6,6,1,4,2,3,3,3,6
x4568,"3,429","9,208","4,006","6,817","6,201","1,943","6,864","7,881","99,1",994,896,"3,386","7,242","7,296","7,173","7,343","5,991","1,016","7,308","8,064","1,483",587,"1,644","4,811","6,694",1,4,6,5,3,0,4,0,3,3,4,2,0,2,7,3,0,3,7,7,8,8,0,4,5
x4569,"4,215","8,883","5,543","6,317",70,"3,922","9,719","2,535","9,966","4,151","4,702","8,147","5,259","8,081","1,187","1,906","8,205","44,4","4,396","2,108","8,655","3,093",348,"3,597","1,836",0,1,6,0,6,6,2,5,7,5,5,5,3,3,5,6,4,7,7,4,5,4,1,4,2
x4570,"9,374","6,014","4,238","5,034","6,821","2,482","8,218","9,141","3,955","50,1","4,127","9,805","8,276","2,432","2,234","8,2","3,445","7,922","4,549","9,967",143,"19,7","1,909","7,225","3,344",1,7,5,1,8,7,1,5,1,0,8,4,8,3,5,1,8,2,5,2,4,8,3,3,7
x4571,"2,302",377,"2,645","5,046","5,141","1,551","3,009","4,054","6,782","1,845",899,"5,802","5,967","5,232","7,579","2,559","9,444","8,568","6,453",606,"7,605",943,"3,598","2,782","3,967",2,5,7,8,0,5,5,0,6,0,5,6,7,7,5,3,8,3,8,0,7,3,6,7,5
x4572,"6,848","2,598","6,415","8,908","8,376","5,581","1,315","2,096","6,803","6,956","2,977","1,253","2,036","2,166","5,348","1,331","8,665","6,806","76,8","3,112","7,3","2,914","4,368","8,045","9,045",8,1,4,2,3,7,6,5,2,4,7,8,3,2,6,8,1,2,4,0,4,8,6,3,4
x4573,"6,969","2,028","6,678","9,553",424,"2,583","4,594","1,415","2,291","5,932","7,5","6,394","9,802","7,175",64,767,"9,137","6,298",651,"1,873","31,9","1,241","3,886","3,612","6,374",8,5,8,7,6,0,3,7,6,5,1,1,7,4,2,6,0,5,1,2,1,0,1,1,8
x4574,"94,1","6,074","5,189",688,"3,023","7,607","4,384","80,4","5,825","7,104","4,978","7,579",304,"70,2","7,539","8,982","2,263","18,5","7,795","8,075","3,108","81,7","1,394","2,222","6,325",4,3,3,1,7,3,1,8,4,7,2,5,7,6,6,1,8,2,5,7,6,4,4,5,7
x4575,"1,907","5,371","67,7","8,119","1,109","6,758","5,692","86,7","4,199","9,716","1,139","6,616","5,166",914,"4,496","6,335","4,722","5,432","2,369","7,935","4,139","5,458","2,174","5,042","8,009",6,8,0,3,7,7,3,6,2,6,5,0,0,2,6,7,1,6,3,3,2,6,3,5,5
x4576,"57,7","6,553",533,"9,679","6,514","1,115","1,798","6,008",242,"4,184","2,073","2,093","3,351","4,159","6,799","2,313","0,49","9,477","5,341","4,011","7,473",83,"5,912","4,008","7,993",3,5,8,7,7,4,4,4,5,2,7,5,1,3,7,5,7,3,6,8,7,5,6,0,8
x4577,"1,619",337,"9,634","8,002",984,908,529,"7,243","2,536","77,9","7,074","7,727","3,025","6,515","5,067","2,397","5,922","6,228","3,937","3,398","7,905","37,6","3,864",181,"2,057",8,6,3,3,2,1,8,1,8,5,4,0,2,4,8,0,5,3,2,4,0,7,4,0,8
x4578,"8,771","1,171","8,148","4,146","6,181","6,763","5,832","6,314","9,608","6,155","97,4","8,775","8,623","6,835","10,2","4,162","8,826","4,622",174,"5,126","6,473",856,"2,543","37,7","8,113",4,4,2,6,1,8,7,1,1,3,3,7,6,3,0,3,8,7,8,8,0,2,7,5,8
x4579,306,335,"6,584","9,775","9,737","9,793","47,3","3,155","9,854","1,761","9,433",549,792,375,"1,761",961,"8,435","7,875","1,187","9,328","5,585","7,178","2,373","4,504","1,539",6,0,3,5,5,8,0,1,3,3,3,8,6,7,2,5,8,3,2,3,8,6,6,0,1
x4580,"4,305","0,76",901,692,"7,623","1,469","3,113","1,137","3,997","3,235","4,888","4,876",846,"4,682","4,099","3,457","5,779","3,042","99,7","1,086","4,753","4,642","5,313",973,"1,009",8,5,3,1,4,6,8,5,3,0,4,7,5,7,2,6,5,3,1,2,0,1,1,1,5
x4581,"2,893","8,858","2,315","2,608","29,4","4,396","16,9","5,023","19,6","5,557","1,819","4,795","2,046","1,303",754,"0,97","1,716","1,374","9,321","1,363","4,967","1,033","5,302","2,674","9,156",6,3,3,0,3,7,5,1,3,2,7,8,6,4,4,4,0,7,0,5,7,0,8,7,0
x4582,"8,004","3,688","8,433","7,466","1,607","4,121","6,731","4,814","8,573","6,582","2,536","5,185","5,963",732,"4,377","6,268","4,554","7,737","5,765","61,9","2,807","8,506","5,052","32,4","2,055",6,3,6,8,0,1,6,7,5,3,5,5,8,5,7,0,0,4,4,8,8,8,6,7,2
x4583,"8,793","3,671","1,937","3,754","7,162","1,614","5,278","2,974",645,"6,796","9,388","9,454","3,985","4,575","2,647","7,703",356,"1,844","3,452","1,039","9,989","5,275","9,571","0,89","4,144",0,1,0,2,5,6,0,7,6,1,3,2,8,4,0,4,2,7,1,2,3,5,4,7,8
x4584,"6,488","56,3","8,308","2,223","7,304",10,"4,224","9,135","6,948","1,024",412,"5,791",774,692,"7,809","2,797","3,827","6,799","4,537","3,486","6,205","5,987",297,"81,5","8,426",4,6,8,2,0,6,8,6,7,6,8,8,2,2,7,4,4,2,2,3,4,8,4,5,6
x4585,"5,414","8,824","5,934","6,507","4,812","7,749",549,"8,289","6,747","9,072","4,071","6,175","1,266","4,907",865,75,"8,106","71,5","4,001","5,513","7,555","9,435",709,"1,209","8,764",2,1,1,5,5,0,1,6,7,2,7,6,2,4,0,1,4,3,4,6,6,5,8,8,6
x4586,342,265,"2,272","6,577","7,685","9,536","6,624","1,179","5,203","5,534",822,"6,827","2,233","5,777","3,098","8,631",851,"1,835",255,"1,634","7,349","9,569","5,226","1,703","7,913",6,0,2,8,6,4,5,1,8,8,6,1,7,5,8,1,3,0,6,2,2,7,4,1,2
x4587,"4,464","2,698","2,169","6,239","2,729","6,745","5,393","6,449",392,"9,483","5,158","6,244","8,441","4,354","6,842","7,973","25,1","3,574","98,7","4,431","6,837","7,321","0,3","8,318","9,328",6,3,3,8,0,8,2,2,6,5,0,5,2,3,7,0,4,5,0,1,2,7,1,8,7
x4588,"4,943","7,245","1,593","6,037","6,932","7,641","6,497","7,309","1,107","7,422","6,283","0,74","8,862","2,789","3,558","6,331","5,725","2,827","8,567","3,403","3,903","2,405","1,188","6,717","2,802",3,7,8,6,6,0,5,3,3,0,4,2,6,0,6,4,1,1,7,4,2,5,6,8,6
x4589,"35,2","5,468","5,075","2,457","1,791","1,779","7,818","7,192","77,8","2,064","3,841",822,"1,283","2,899","8,387","5,061","6,924","6,602","6,148","6,381","3,922","4,173","0,64","4,125","6,277",7,3,7,4,7,4,2,0,0,2,0,8,2,3,8,6,2,5,4,0,3,7,4,0,4
x4590,"7,324","6,289","6,981","4,229","9,873","4,623","6,549","78,9","8,364","5,222","1,172","3,936","7,428","4,216","4,307","2,412","7,964","3,709","3,984","6,122","3,401","2,359","8,802",123,"8,421",6,5,2,1,3,3,6,2,7,2,0,4,7,6,7,2,6,3,2,3,1,5,3,7,1
x4591,"3,908","5,739","6,204","5,457","3,924","9,794","2,543",712,533,"6,226","6,166","2,852","2,045","9,789","7,031","8,866","4,525","8,216","4,365","9,955","3,665","3,139","2,835","6,631","4,128",4,7,1,1,6,5,2,3,3,1,1,1,5,2,2,8,5,5,0,7,1,2,4,4,5
x4592,387,"8,709","1,869","7,026","2,785",148,617,515,"4,107","4,297","5,005","6,413","5,263","9,556","9,132","7,928","7,552","5,116","5,636","4,126","7,607","4,176","4,594","6,1","1,802",4,5,8,3,6,2,5,7,4,5,2,7,0,6,0,5,1,3,7,2,7,2,1,4,3
x4593,"4,103",521,"1,492",457,"8,958","4,099","1,991",293,"4,803","27,9","8,948","9,192","8,177","9,385","4,275","6,214","4,567","2,616","8,557","79,3","2,383","3,783","2,767","2,553","9,116",4,7,0,1,5,2,2,2,7,8,4,2,8,8,3,6,6,7,3,0,2,5,1,2,6
x4594,919,"9,727","2,016","7,488","6,806","4,735","4,715","4,243","5,164","31,5","3,547","2,555","1,572","3,212","1,141","7,973",60,688,"5,926","3,155","7,691","1,603","3,014","73,9","9,867",7,1,1,7,6,8,4,8,6,3,7,7,6,4,4,1,6,7,4,0,1,1,0,6,4
x4595,"7,672","8,566","4,681","1,289","7,706",955,392,"9,056","6,444","7,379","9,221","3,987","2,438","6,618","2,602","7,643","6,488","2,327","5,824","1,056","3,583","2,919","1,053","2,503","5,911",3,5,3,5,5,4,2,6,5,7,3,7,1,4,6,8,0,1,3,1,0,3,2,8,3
x4596,"60,8","1,157","5,079","7,578","2,224","3,119","3,638","4,035","5,379","3,666","7,563","6,056","7,118","4,255","3,373","1,126","1,652","2,115","4,071","6,685","9,771","7,263","7,392","1,4","4,581",0,3,8,0,3,0,3,4,5,5,4,0,6,3,0,5,2,8,2,5,2,3,2,4,7
x4597,"34,1","8,465","1,082","1,747","4,959","86,1","77,6","1,587","5,549","5,118","3,023","1,294","9,252","8,1","1,373","7,687","8,299","9,945","7,332","8,144","6,466","1,526","3,199","6,169","3,633",1,1,3,8,7,5,6,7,2,6,3,5,0,0,0,0,1,3,6,3,5,1,5,8,2
x4598,"5,355","1,266","9,715","7,166","9,731","7,487","8,672","2,235","2,298","4,177",405,"6,158","8,332","2,487","9,141","8,995","9,587","9,327","7,563","4,405","9,526","2,105","8,794","7,117","8,956",4,4,8,7,4,5,4,1,3,6,4,0,8,0,4,4,5,4,4,7,5,5,1,6,2
